label_changed,count,mean,median,std,min,max
unchanged,2673,0.3105816256652851,0.23825015671208194,0.2563261356117757,-0.627346988969402,0.9999841451644896
changed,18722,0.46407011649695173,0.31948565080789526,0.348321324775047,-0.5927006626282764,0.9999971389770508
