comparable_rows,changed_labels,changed_rate,boosted_confidence,boosted_rate,reduced_confidence,reduced_rate,unchanged_confidence,unchanged_conf_rate,delta_mean,delta_median
21395,18722,0.8750642673521851,20980,0.9806029446132274,415,0.01939705538677261,0,0.0,0.44489391944189,0.3192741139235875
