count,mean,std,min,5%,10%,25%,50%,75%,90%,95%,max,positive_rate,negative_rate,zero_rate
21395.0,0.44489391944189,0.34198035239409347,-0.627346988969402,0.04970064038452946,0.07262968492701082,0.17670362935460754,0.3192741139235875,0.7708366000728653,0.9998971223831176,0.9999708294868468,0.9999971389770508,0.9806029446132274,0.01939705538677261,0.0
